,Species,Origin,,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers
418,Arabica,Costa Rica,,Pulped natural / honey,7.5,7.5,7.83,7.5,7.67,7.67,10,10,10,7.58,83.25,0.11,0,0
419,Arabica,Costa Rica,,Washed / Wet,7.83,7.5,7.42,7.67,7.5,7.67,10,10,10,7.67,83.25,0.11,0,0
420,Arabica,Guatemala,,Washed / Wet,7.5,7.58,7.42,7.83,7.67,7.58,10,10,10,7.67,83.25,0.11,0,2
421,Arabica,Uganda,,Washed / Wet,7.5,7.67,7.67,7.42,7.67,7.67,10,10,10,7.67,83.25,0.12,0,0
422,Arabica,Brazil,,,7.58,7.67,7.42,7.5,7.67,7.42,10,10,10,8,83.25,0.12,0,0
423,Arabica,Colombia,,Natural / Dry,7.58,7.67,7.67,7.17,7.75,7.83,10,10,10,7.58,83.25,0,0,0
424,Arabica,Mexico,,Natural / Dry,7.83,7.75,7.5,7.58,7.58,7.58,10,10,10,7.42,83.25,0.12,0,0
425,Arabica,,,7.5,7.67,7.83,10,10,10,7.58,83.25,0.1,0,0,Blue-Green,0,"June 17th, 2016",Specialty Coffee Association
426,Arabica,Taiwan,,7.83,7.75,7.58,7.5,7.33,10,10,10,7.33,83.25,0.1,0,0,Green,0
427,Arabica,Colombia,,Natural / Dry,7.58,7.58,7.5,7.58,7.58,7.75,10,10,10,7.67,83.25,0,0,0
428,Arabica,Guatemala,,Washed / Wet,7.5,7.67,7.58,7.67,7.67,7.5,10,10,10,7.67,83.25,0.1,0,0
429,Arabica,Colombia,,Washed / Wet,7.83,7.5,7.67,7.33,7.67,7.67,10,10,10,7.58,83.25,0.11,0,0
430,Arabica,Mexico,,Washed / Wet,7.58,7.75,7.5,7.5,7.58,7.58,10,10,10,7.75,83.25,0.12,0,0
431,Arabica,United States (Hawaii),,Natural / Dry,7.58,7.75,7.83,8,8.08,7.67,9.33,10,9.33,7.67,83.25,0.11,0,0
432,Arabica,Mexico,,Washed / Wet,7.75,7.58,7.58,7.58,7.5,7.58,10,10,10,7.67,83.25,0.13,0,0
433,Arabica,Mexico,,Washed / Wet,7.75,7.75,7.42,7.92,7.33,7.5,10,10,10,7.58,83.25,0.12,0,0
434,Arabica,Guatemala,,Washed / Wet,7.83,7.58,7.08,7.83,7.42,8.08,10,10,10,7.42,83.25,0.11,0,0
435,Arabica,Brazil,,Semi-washed / Semi-pulped,7.75,7.67,7.5,7.58,7.58,7.58,10,10,10,7.58,83.25,0.11,0,0
436,Arabica,Colombia,,Washed / Wet,7.67,7.58,7.58,7.42,7.83,7.58,10,10,10,7.58,83.25,0.12,0,0
437,Arabica,Colombia,,Washed / Wet,7.67,7.67,7.5,7.5,7.58,7.67,10,10,10,7.67,83.25,0.11,0,0
438,Arabica,Colombia,,,7.92,7.75,7.25,7.42,7.83,7.58,10,10,10,7.5,83.25,0.08,0,0
439,Arabica,Colombia,,,8,7.67,7.67,7.25,7.67,7.5,10,10,10,7.5,83.25,0.13,0,0
440,Arabica,Colombia,,,7.92,7.75,7.5,7.42,7.42,7.67,10,10,10,7.58,83.25,0.04,0,0
441,Arabica,Brazil,,Natural / Dry,7.67,7.42,7.5,7.58,7.67,7.58,10,10,10,7.75,83.17,0.11,0,0
442,Arabica,Guatemala,,Washed / Wet,7.58,7.58,7.33,7.67,7.75,7.58,10,10,10,7.67,83.17,0.1,0,0
443,Arabica,"Tanzania, United Republic Of",,Washed / Wet,7.67,7.58,7.42,7.67,7.67,7.58,10,10,10,7.58,83.17,0.12,0,0
444,Arabica,Peru,,,7.92,7.5,7.5,7.58,7.67,7.5,10,10,10,7.5,83.17,0.11,0,1
445,Arabica,Vietnam,,Natural / Dry,7.58,7.42,7.08,7.33,7.58,8.58,10,10,10,7.58,83.17,0.07,0,0
446,Arabica,Guatemala,,Washed / Wet,7.67,7.75,7.42,7.75,7.58,7.5,10,10,10,7.5,83.17,0.11,2,2
447,Arabica,Honduras,,Washed / Wet,7.67,7.67,7.5,7.67,7.5,7.67,10,10,10,7.5,83.17,0.11,0,1
448,Arabica,China,,Washed / Wet,7.5,7.67,7.33,7.67,7.67,7.67,10,10,10,7.67,83.17,0.11,0,0
449,Arabica,China,,Washed / Wet,7.67,7.67,7.5,7.67,7.42,7.58,10,10,10,7.67,83.17,0.1,0,0
450,Arabica,El Salvador,,Washed / Wet,7.5,7.5,7.33,7.67,8,7.67,10,10,10,7.5,83.17,0,0,0
451,Arabica,Guatemala,,Washed / Wet,7.5,7.75,7.5,7.83,7.58,7.5,10,10,10,7.5,83.17,0.11,0,0
452,Arabica,Guatemala,,Washed / Wet,7.92,7.67,7.42,7.75,7.5,7.5,10,10,10,7.42,83.17,0.12,0,0
453,Arabica,Kenya,,Washed / Wet,7.83,7.75,7.67,7.75,7.83,8.5,9.33,9.33,9.33,7.83,83.17,0.1,0,0
454,Arabica,Thailand,,Washed / Wet,7.67,7.58,7.58,7.75,7.42,7.67,10,10,10,7.5,83.17,0.12,0,0
455,Arabica,"Tanzania, United Republic Of",,Washed / Wet,7.58,7.67,7.67,7.58,7.42,7.58,10,10,10,7.67,83.17,0.13,0,0
456,Arabica,Colombia,,Washed / Wet,7.58,7.5,7.5,7.67,7.5,7.67,10,10,10,7.75,83.17,0,0,0
457,Arabica,Uganda,,Washed / Wet,8,7.67,7.5,7.42,7.33,7.58,10,10,10,7.67,83.17,0.1,0,0
458,Arabica,Colombia,,Washed / Wet,7.58,7.75,7.5,7.58,7.58,7.58,10,10,10,7.58,83.17,0.11,10,0
459,Arabica,Honduras,,Natural / Dry,7.5,7.5,7.5,7.67,7.67,7.67,10,10,10,7.67,83.17,0.1,0,0
460,Arabica,Honduras,,Natural / Dry,7.67,7.67,7.5,7.67,7.5,7.67,10,10,10,7.5,83.17,0.11,0,0
461,Arabica,Guatemala,,Washed / Wet,7.33,7.83,7.17,8.17,7.33,7.67,10,10,10,7.67,83.17,0.09,0,0
462,Arabica,United States (Hawaii),,Natural / Dry,7.5,7.5,7.58,7.42,7.92,7.67,10,10,10,7.58,83.17,0.11,0,0
463,Arabica,"Tanzania, United Republic Of",,Washed / Wet,7.58,7.5,7.58,7.75,7.58,7.58,10,10,10,7.58,83.17,0.12,0,0
464,Arabica,Guatemala,,Washed / Wet,7.67,7.83,7.33,7.67,7.5,7.67,10,10,10,7.5,83.17,0.11,0,0
465,Arabica,Mexico,,Washed / Wet,7.75,7.58,7.58,7.58,7.5,7.42,10,10,10,7.75,83.17,0.11,0,0
466,Arabica,Mexico,,Washed / Wet,7.75,7.67,7.58,7.5,7.42,7.58,10,10,10,7.67,83.17,0.12,3,0
467,Arabica,Mexico,,Washed / Wet,7.58,7.75,7.42,7.67,7.5,7.58,10,10,10,7.67,83.17,0.14,0,0
468,Arabica,Colombia,,Washed / Wet,7.67,7.5,7.5,7.5,7.58,8.17,10,10,10,7.25,83.17,0.11,1,0
469,Arabica,Mexico,,Washed / Wet,7.75,7.5,7.42,7.75,7.58,7.58,10,10,10,7.58,83.17,0.13,0,0
470,Arabica,Colombia,,Washed / Wet,7.58,7.67,7.5,7.58,7.67,7.67,10,10,10,7.5,83.17,0.11,0,0
471,Arabica,Mexico,,Washed / Wet,7.5,7.75,7.58,7.58,7.67,7.5,10,10,10,7.58,83.17,0.11,0,0
472,Arabica,Brazil,,Natural / Dry,7.75,7.67,7.58,7.5,7.58,7.58,10,10,10,7.5,83.17,0.12,0,0
473,Arabica,Brazil,,Natural / Dry,7.92,7.58,7.5,7.58,7.42,7.5,10,10,10,7.67,83.17,0.11,0,0
474,Arabica,Guatemala,,Washed / Wet,7.75,7.5,7.67,7.5,7.92,8,10,10,9.33,7.5,83.17,0,0,0
475,Arabica,Brazil,,Semi-washed / Semi-pulped,7.75,7.5,7.58,7.5,7.75,7.5,10,10,10,7.58,83.17,0.12,0,0
476,Arabica,Brazil,,,7.58,7.75,7.67,7.5,7.67,7.58,10,10,10,7.42,83.17,0.02,0,0
477,Arabica,El Salvador,,,7.42,7.83,8.17,8.08,7.17,7.58,10,9.33,10,7.58,83.17,0.14,0,0
478,Arabica,Ethiopia,,,7.75,8,7.67,8.08,7.83,7.92,9.33,9.33,9.33,7.92,83.17,0.01,0,0
479,Arabica,Colombia,,Washed / Wet,7.58,7.67,7.33,7.67,7.75,7.58,10,10,10,7.5,83.08,0,0,1
480,Arabica,Colombia,,Washed / Wet,7.75,7.5,7.5,7.42,8,7.75,10,10,10,7.17,83.08,0,1,2
481,Arabica,Brazil,,Pulped natural / honey,7.58,7.58,7.58,7.5,7.67,7.58,10,10,10,7.58,83.08,0.11,0,2
482,Arabica,Brazil,,Natural / Dry,7.33,7.67,7.67,7.33,7.75,7.42,10,10,10,7.92,83.08,0,0,0
483,Arabica,,,7.83,7.67,7.25,9.33,10,10,7.75,83.08,0,0,0,Green,0,"May 18th, 2016",Specialty Coffee Association
484,Arabica,Brazil,,Natural / Dry,7.42,7.67,7.58,7.5,7.75,7.67,10,10,10,7.5,83.08,0.11,0,0
485,Arabica,Brazil,,Washed / Wet,7.58,7.83,7.67,7.42,7.42,7.5,10,10,10,7.67,83.08,0,0,0
486,Arabica,Costa Rica,,Washed / Wet,7.83,7.33,7.5,7.67,7.58,7.67,10,10,10,7.5,83.08,0.1,0,0
487,Arabica,United States (Hawaii),,Natural / Dry,7.33,7.75,7.58,7.33,7.83,7.67,10,10,10,7.58,83.08,0.12,0,0
488,Arabica,Taiwan,,7.75,7.75,7.5,7.5,7.5,7.5,10,10,10,7.58,83.08,0.11,0,0,
489,Arabica,United States (Hawaii),,Natural / Dry,7.83,7.83,7.33,7.17,7.75,7.67,10,10,10,7.5,83.08,0.1,0,0
490,Arabica,Mexico,,Washed / Wet,7.75,7.67,7.42,7.75,7.5,7.5,10,10,10,7.5,83.08,0.1,0,0
491,Arabica,United States (Hawaii),,Natural / Dry,7.67,7.58,7.5,7.67,7.92,8,9.33,9.33,10,8.08,83.08,0,1,0
492,Arabica,United States (Hawaii),,Washed / Wet,7.33,7.58,7.58,7.92,7.67,7.58,10,10,10,7.42,83.08,0.12,0,0
493,Arabica,Colombia,,,7.33,7.33,7.33,7.58,7.25,8.08,10,10,10,8.17,83.08,0.01,0,0
494,Arabica,Colombia,,,7.83,7.75,7.33,7.25,7.42,7.92,10,10,10,7.58,83.08,0.08,1,0
495,Arabica,Indonesia,,,7.67,7.58,7.5,7.58,7.67,7.58,10,10,10,7.5,83.08,0,0,0
496,Arabica,Guatemala,,,7.92,7.67,7.67,7.25,7.83,7.67,9.33,10,10,7.75,83.08,0.02,0,0
497,Arabica,Brazil,,Natural / Dry,7.58,7.5,7.5,7.75,7.67,7.5,10,10,10,7.5,83,0,0,0
498,Arabica,Brazil,,Natural / Dry,7.5,7.58,7.58,7.67,7.58,7.5,10,10,10,7.58,83,0.11,0,3
499,Arabica,Brazil,,Natural / Dry,7.5,7.67,7.58,7.67,7.58,7.42,10,10,10,7.58,83,0.11,0,2
500,Arabica,Uganda,,Washed / Wet,7.67,7.58,7.42,7.42,7.83,7.5,10,10,10,7.58,83,0.12,0,0
501,Arabica,Uganda,,Natural / Dry,7.67,7.67,7.5,7.58,7.42,7.5,10,10,10,7.67,83,0.12,0,5
502,Arabica,Colombia,,,7.67,7.67,7.33,7.67,7.5,7.58,10,10,10,7.58,83,0.11,0,0
503,Arabica,Vietnam,,Other,7.75,7.67,7.58,7.58,7.42,7.67,9.33,10,10,8,83,0,0,0
504,Arabica,Guatemala,,Washed / Wet,7.67,7.75,7.33,7.92,7.42,7.5,10,10,10,7.42,83,0.11,0,0
505,Arabica,Guatemala,,Washed / Wet,7.75,7.67,7.33,7.75,7.5,7.42,10,10,10,7.58,83,0.11,0,0
506,Arabica,Guatemala,,Washed / Wet,7.83,7.67,7.25,7.67,7.75,7.5,10,10,10,7.33,83,0.11,0,0
507,Arabica,Brazil,,Natural / Dry,7.67,7.67,7.67,7.5,7.42,7.5,10,10,10,7.58,83,0,0,0
508,Arabica,Taiwan,,7.83,7.58,7.33,7.25,10,10,10,7.17,83,0.08,0,0,Green,0,"November 23rd, 2015"
509,Arabica,Uganda,,Washed / Wet,7.83,7.58,7.5,7.5,7.58,7.5,10,10,10,7.5,83,0.12,0,0
510,Arabica,United States (Puerto Rico),,Washed / Wet,7.67,7.5,7.67,7.83,7.75,7.83,10,10,9.33,7.42,83,0,0,0
511,Arabica,Guatemala,,Washed / Wet,7.67,7.67,7.42,7.83,7.5,7.5,10,10,10,7.42,83,0.1,1,0
512,Arabica,Costa Rica,,Washed / Wet,7.67,7.58,7.5,7.58,7.5,7.5,10,10,10,7.67,83,0.11,0,0
513,Arabica,Brazil,,Semi-washed / Semi-pulped,7.75,7.58,7.42,7.67,7.42,7.67,10,10,10,7.5,83,0.12,0,0
514,Arabica,Colombia,,Washed / Wet,7.75,7.42,7.33,7.5,7.58,7.17,10,10,10,8.25,83,0.11,1,0
515,Arabica,Colombia,,Washed / Wet,7.83,7.5,7.58,7.33,7.5,7.67,10,10,10,7.58,83,0,0,0
516,Arabica,Colombia,,Natural / Dry,7.33,7.67,7.75,7.42,7.75,7.58,10,10,10,7.5,83,0.11,0,0
517,Arabica,Colombia,,Natural / Dry,7.58,7.75,7.42,7.67,7.58,7.42,10,10,10,7.58,83,0,0,0
518,Arabica,Colombia,,Washed / Wet,7.5,7.5,7.42,7.58,7.75,7.58,10,10,10,7.67,83,0.11,1,0
519,Arabica,Mexico,,Washed / Wet,7.67,7.58,7.42,7.5,7.67,7.58,10,10,10,7.58,83,0.11,0,0
520,Arabica,Mexico,,Semi-washed / Semi-pulped,7.67,7.83,7.5,7.58,7.58,7.67,9.33,10,10,7.83,83,0.11,0,0
521,Arabica,Mexico,,Washed / Wet,7.5,7.67,7.5,7.5,7.58,7.58,10,10,10,7.67,83,0.11,5,0
522,Arabica,Colombia,,Natural / Dry,7.67,7.58,7.5,7.5,7.75,7.5,10,10,10,7.5,83,0,1,0
523,Arabica,Colombia,,Washed / Wet,7.75,7.58,7.5,7.67,7.83,7.75,9.33,10,10,7.58,83,0,0,0
524,Arabica,Colombia,,Washed / Wet,7.67,7.58,7.58,7.58,7.67,7.42,10,10,10,7.5,83,0.11,0,0
525,Arabica,Guatemala,,Washed / Wet,7.5,7.67,7.5,7.67,7.5,7.83,10,10,10,7.33,83,0.1,0,0
526,Arabica,Colombia,,Washed / Wet,7.67,7.67,7.58,7.5,7.67,7.42,10,10,10,7.5,83,0.12,0,0
527,Arabica,Thailand,,,7.33,7.67,7.58,7.5,7.75,7.67,10,10,10,7.5,83,0.28,0,0
528,Arabica,Colombia,,,7.33,7.67,7.58,7.33,7.58,7.92,10,10,10,7.58,83,0.08,0,0
529,Arabica,United States (Hawaii),,,7.83,7.83,7.67,7.83,7.92,7.83,9.33,9.33,9.33,8.08,83,0,0,0
530,Arabica,United States (Hawaii),,,7.5,7.58,7.42,7.58,7.58,7.67,10,10,10,7.67,83,0,0,0
531,Arabica,Colombia,,,7.5,7.58,7.67,7.67,7.58,7.58,10,10,10,7.42,83,0.06,0,0
532,Arabica,Nicaragua,,,7.58,7.83,7.75,7.92,7.92,8.08,9.33,9.33,9.33,7.92,83,0.07,0,0
533,Arabica,Thailand,,,7.5,7.25,7.42,7.75,8.17,7.5,10,10,10,7.42,83,0,0,0
534,Arabica,Brazil,,Natural / Dry,7.67,7.58,7.5,7.58,7.58,7.5,10,10,10,7.5,82.92,0,0,0
535,Arabica,El Salvador,,Washed / Wet,7.5,7.5,7.75,7.58,7.92,7.83,10,10,9.33,7.5,82.92,0,0,0
536,Arabica,Colombia,,Washed / Wet,7.58,7.67,7.5,7.33,7.67,7.58,10,10,10,7.58,82.92,0.11,0,0
537,Arabica,,,7.58,10,10,10,7.75,82.92,0.09,31,0,Green,0,"June 28th, 2017",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
538,Arabica,Ethiopia,,Washed / Wet,7.58,7.58,7.5,7.5,7.58,7.58,10,10,10,7.58,82.92,0,1,0
539,Arabica,Taiwan,,7.67,7.33,7.5,7.75,10,10,10,7.58,82.92,0,0,0,Green,9,"September 6th, 2016"
540,Arabica,Philippines,,Washed / Wet,7.58,7.58,7.67,7.58,7.5,7.5,10,10,10,7.5,82.92,0.11,0,0
541,Arabica,Philippines,,Washed / Wet,8.08,7.5,7.67,7.42,7.33,7.5,10,10,10,7.42,82.92,0,0,0
542,Arabica,Mexico,,Natural / Dry,7.83,7.67,7.25,7.58,7.5,7.5,10,10,10,7.58,82.92,0.13,0,0
543,Arabica,Mexico,,Washed / Wet,7.75,7.67,7.42,7.42,7.75,7.5,10,10,10,7.42,82.92,0.12,2,0
544,Arabica,Brazil,,Semi-washed / Semi-pulped,7.08,7.5,7.5,7.83,7.75,7.67,10,10,10,7.58,82.92,0.11,0,0
545,Arabica,Uganda,,Washed / Wet,8,7.5,7.5,7.58,7.33,7.42,10,10,10,7.58,82.92,0.12,0,0
546,Arabica,Uganda,,Washed / Wet,7.75,7.58,7.58,7.5,7.5,7.5,10,10,10,7.5,82.92,0.12,0,0
547,Arabica,Guatemala,,Washed / Wet,7.75,7.5,7.42,7.58,7.67,7.5,10,10,10,7.5,82.92,0.1,0,0
548,Arabica,Guatemala,,Natural / Dry,7.67,7.83,7.42,7.5,7.33,7.5,10,10,10,7.67,82.92,0.1,0,0
549,Arabica,Guatemala,,Washed / Wet,7.58,7.58,7.25,7.58,7.58,7.58,10,10,10,7.75,82.92,0.1,0,0
550,Arabica,Colombia,,Washed / Wet,7.58,7.5,7.75,7.33,7.58,7.58,10,10,10,7.58,82.92,0.11,0,0
551,Arabica,Colombia,,Natural / Dry,7.75,7.5,7.25,7.5,7.75,7.5,10,10,10,7.67,82.92,0,0,0
552,Arabica,Guatemala,,Washed / Wet,7.83,7.75,7.25,7.92,7.5,7.17,10,10,10,7.5,82.92,0.11,0,0
553,Arabica,Colombia,,Washed / Wet,7.83,7.67,7.42,7.42,7.5,7.58,10,10,10,7.5,82.92,0.11,3,0
554,Arabica,Mexico,,Natural / Dry,7.58,7.58,7.33,7.25,7.58,7.75,10,10,10,7.83,82.92,0.1,0,0
555,Arabica,Vietnam,,Natural / Dry,7.67,7.33,7.17,7.58,8.08,7.42,10,10,10,7.67,82.92,0,0,0
556,Arabica,Mexico,,Washed / Wet,8,7.92,7.67,7.17,7.67,7.42,9.33,10,10,7.75,82.92,0.14,1,0
557,Arabica,United States (Hawaii),,Washed / Wet,7.5,7.5,7.5,7.42,7.67,7.83,10,10,10,7.5,82.92,0.1,0,0
558,Arabica,Colombia,,,7.5,7.75,7.33,7.75,7.08,7.83,10,10,10,7.67,82.92,0.15,0,0
559,Arabica,Thailand,,,7.42,7.58,7.5,7.17,7.5,8,10,10,10,7.75,82.92,0,0,0
560,Arabica,Kenya,,Washed / Wet,7.75,7.58,7.42,7.58,7.5,7.5,10,10,10,7.5,82.83,0.1,0,0
561,Arabica,Guatemala,,Washed / Wet,7.5,7.58,7.33,7.67,7.58,7.58,10,10,10,7.58,82.83,0.11,1,1
562,Arabica,Brazil,,Pulped natural / honey,7.67,7.58,7.58,7.5,7.5,7.42,10,10,10,7.58,82.83,0.11,0,2
563,Arabica,El Salvador,,Washed / Wet,7.33,7.67,7.67,7.83,7.33,7.67,10,10,10,7.33,82.83,0,0,0
564,Arabica,Rwanda,,Washed / Wet,7.83,7.92,7.75,7.83,7.75,7.75,9.33,9.33,9.33,8,82.83,0.11,0,0
565,Arabica,Vietnam,,Other,7.25,7.58,7.5,7.42,7.75,7.42,10,10,10,7.92,82.83,0.11,11,0
566,Arabica,Guatemala,,Washed / Wet,7.58,7.58,7.33,7.67,7.67,7.5,10,10,10,7.5,82.83,0.11,0,0
567,Arabica,Brazil,,Natural / Dry,7.58,7.83,7.33,7.67,7.42,7.33,10,10,10,7.67,82.83,0.12,2,0
568,Arabica,Colombia,,Washed / Wet,7.83,7.67,7.5,7.58,7.5,7.67,10,10,10,7.08,82.83,0,0,0
569,Arabica,United States,,Other,7.42,7.58,7.25,7.5,7.75,7.75,10,10,10,7.58,82.83,0,0,0
570,Arabica,Guatemala,,Washed / Wet,7.67,7.67,7.75,7.67,7.42,7.17,10,10,10,7.5,82.83,0.1,0,0
571,Arabica,Colombia,,Natural / Dry,7.5,7.42,7.58,7.5,7.58,7.58,10,10,10,7.67,82.83,0,4,0
572,Arabica,Colombia,,Washed / Wet,7.83,7.5,7.5,7.42,7.5,7.5,10,10,10,7.58,82.83,0.11,0,0
573,Arabica,"Tanzania, United Republic Of",,Washed / Wet,7.67,7.5,7.33,7.25,7.58,7.75,10,10,10,7.75,82.83,0.11,0,0
574,Arabica,Mexico,,Washed / Wet,7.58,7.67,7.5,7.58,7.5,7.5,10,10,10,7.5,82.83,0.12,2,0
575,Arabica,Mexico,,Washed / Wet,7.67,7.58,7.42,7.75,7.42,7.42,10,10,10,7.58,82.83,0.12,0,0
576,Arabica,Guatemala,,Washed / Wet,7.67,7.67,7.33,7.5,7.33,7.92,10,10,10,7.42,82.83,0.11,0,0
577,Arabica,Mexico,,Washed / Wet,7.58,7.58,7.5,7.42,7.67,7.58,10,10,10,7.5,82.83,0.11,0,0
578,Arabica,El Salvador,,,7.75,7.58,7.75,7.75,7.25,7.5,10,10,10,7.25,82.83,0,1,0
579,Arabica,Guatemala,,Washed / Wet,7.5,7.58,7.42,7.67,7.58,7.5,10,10,10,7.5,82.75,0.1,0,1
580,Arabica,Guatemala,,Washed / Wet,7.58,7.67,7.5,7.58,7.5,7.42,10,10,10,7.5,82.75,0.11,0,0
581,Arabica,Guatemala,,Washed / Wet,7.5,7.67,7.17,7.67,7.67,7.58,10,10,10,7.5,82.75,0.11,0,0
582,Arabica,Guatemala,,Washed / Wet,7.5,7.5,7.42,7.58,7.67,7.5,10,10,10,7.58,82.75,0.1,0,0
583,Arabica,Guatemala,,Washed / Wet,7.42,7.58,7.42,7.67,7.5,7.5,10,10,10,7.67,82.75,0.1,0,0
584,Arabica,Indonesia,,Other,7.5,7.58,7.42,7.58,7.58,7.5,10,10,10,7.58,82.75,0.12,0,0
585,Arabica,Guatemala,,Washed / Wet,7.58,7.58,7.33,7.58,7.33,7.67,10,10,10,7.67,82.75,0.12,0,0
586,Arabica,,,7.67,7.33,7.67,7.58,7.67,9.33,10,10,7.67,82.75,0,0,0,Green,0
587,Arabica,El Salvador,,Washed / Wet,7.67,7.67,7.17,7.33,7.58,7.67,10,10,10,7.67,82.75,0,0,0
588,Arabica,Costa Rica,,Washed / Wet,7.58,7.5,7.42,7.67,7.42,7.5,10,10,10,7.67,82.75,0.09,0,0
589,Arabica,Honduras,,Natural / Dry,7.58,7.5,7.42,7.58,7.5,7.5,10,10,10,7.67,82.75,0.09,0,1
590,Arabica,Brazil,,Pulped natural / honey,7.5,7.5,7.58,7.5,7.58,7.58,10,10,10,7.5,82.75,0.11,0,2
591,Arabica,China,,Natural / Dry,7.67,7.5,7.33,7.33,7.67,7.67,10,10,10,7.58,82.75,0.1,0,0
592,Arabica,China,,Washed / Wet,7.5,7.67,7.42,7.67,7.5,7.5,10,10,10,7.5,82.75,0.11,0,0
593,Arabica,Colombia,,Washed / Wet,7.5,7.58,7.58,7.75,7.33,7.5,10,10,10,7.5,82.75,0,0,0
594,Arabica,Malawi,,Washed / Wet,7.75,7.58,7.42,7.5,7.33,7.5,10,10,10,7.67,82.75,0.12,0,0
595,Arabica,Guatemala,,Washed / Wet,7.75,7.42,7.25,7.75,7.5,7.67,10,10,10,7.42,82.75,0.13,0,0
596,Arabica,Colombia,,Washed / Wet,7.67,7.42,7.42,7.58,7.33,7.67,10,10,10,7.67,82.75,0.12,0,0
597,Arabica,United States (Hawaii),,Natural / Dry,7.67,7.58,7.42,7.83,7.33,7.5,10,10,10,7.42,82.75,0.1,6,0
598,Arabica,United States (Hawaii),,Natural / Dry,7.58,7.83,7.75,7.75,7.42,8,9.33,9.33,10,7.75,82.75,0.1,0,0
599,Arabica,Colombia,,Washed / Wet,7.58,7.33,7.17,7.33,7.25,8.58,10,10,10,7.5,82.75,0.1,0,0
600,Arabica,Mexico,,Washed / Wet,7.58,7.58,7.5,7.5,7.5,7.5,10,10,10,7.58,82.75,0.12,0,0
601,Arabica,Mexico,,Washed / Wet,7.58,7.58,7.33,7.75,7.25,7.58,10,10,10,7.67,82.75,0.12,0,0
602,Arabica,Mexico,,Natural / Dry,8.08,8.17,8,8,7.83,7.92,6.67,10,10,8.08,82.75,0.12,1,0
603,Arabica,Colombia,,Washed / Wet,7.5,7.58,7.42,7.67,7.5,7.58,10,10,10,7.5,82.75,0,0,0
604,Arabica,Colombia,,Washed / Wet,7.67,7.58,7.58,7.58,7.5,7.42,10,10,10,7.42,82.75,0.11,0,0
605,Arabica,United States (Hawaii),,Washed / Wet,7.25,7.75,7.5,7.83,7.67,7.67,9.33,10,10,7.75,82.75,0.12,0,0
606,Arabica,Panama,,Washed / Wet,7.42,7.42,7.5,7.58,7.5,7.75,10,10,10,7.58,82.75,0,0,0
607,Arabica,United States (Hawaii),,,7.75,7.67,7.5,7.83,7.17,7.42,10,10,10,7.42,82.75,0,0,0
608,Arabica,Brazil,,Natural / Dry,7.5,7.58,7.25,7.75,7.58,7.5,10,10,10,7.5,82.67,0,0,0
609,Arabica,Brazil,,Natural / Dry,7.5,7.58,7.5,7.67,7.5,7.42,10,10,10,7.5,82.67,0.11,0,2
610,Arabica,Laos,,Washed / Wet,7.67,7.67,7.42,7.42,7.42,7.5,10,10,10,7.58,82.67,0.13,0,0
611,Arabica,El Salvador,,Washed / Wet,7.67,7.67,7.67,7.67,7.5,7.67,10,10,9.33,7.5,82.67,0,0,0
612,Arabica,Mexico,,,7.5,7.67,7.42,7.75,7.42,7.17,10,10,10,7.75,82.67,0.11,0,2
613,Arabica,Colombia,,Washed / Wet,7.75,7.5,7.33,7.58,7.33,7.75,10,10,10,7.42,82.67,0,1,0
614,Arabica,Brazil,,Natural / Dry,7.58,7.5,7.42,7.67,7.5,7.5,10,10,10,7.5,82.67,0,0,0
615,Arabica,Brazil,,Natural / Dry,7.33,7.5,7.58,7.58,7.67,7.5,10,10,10,7.5,82.67,0.12,0,0
616,Arabica,"Tanzania, United Republic Of",,Washed / Wet,7.5,7.5,7.5,7.5,7.5,7.58,10,10,10,7.58,82.67,0.12,0,0
617,Arabica,"Tanzania, United Republic Of",,Washed / Wet,7.58,7.5,7.5,7.58,7.33,7.58,10,10,10,7.58,82.67,0.12,0,0
618,Arabica,Taiwan,,8,7.83,7.83,7.42,7.25,7.25,10,10,10,7.08,82.67,0.08,0,0,Green
619,Arabica,Mexico,,Natural / Dry,7.67,7.58,7.42,7.5,7.42,7.5,10,10,10,7.58,82.67,0.11,0,0
620,Arabica,Uganda,,Washed / Wet,7.67,7.5,7.33,7.67,7.5,7.5,10,10,10,7.5,82.67,0.12,0,0
621,Arabica,Taiwan,,7.5,7.5,7.5,7.5,10,10,10,7.5,82.67,0.11,0,0,Green,0,"December 26th, 2014"
622,Arabica,Thailand,,Washed / Wet,7.42,7.5,7.5,7.67,7.58,7.5,10,10,10,7.5,82.67,0.11,0,0
623,Arabica,Colombia,,Washed / Wet,7.75,7.58,7.67,7.25,7.58,7.42,10,10,10,7.42,82.67,0.11,0,0
624,Arabica,El Salvador,,Washed / Wet,7.92,8,7.5,6.75,7.92,7.58,10,10,9.33,7.67,82.67,0,0,0
625,Arabica,Guatemala,,Washed / Wet,7.67,7.67,7.17,7.67,7.5,7.5,10,10,10,7.5,82.67,0.11,0,0
